Date,Close/Last,Volume,Open,High,Low
03/06/2026,$231.11,10684690,$219.475,$231.96,$218.64
03/05/2026,$222.06,7199285,$226.12,$227.681,$218.13
03/04/2026,$227.31,5068718,$226.38,$227.53,$221.79
03/03/2026,$224.12,6211644,$225.75,$226.50,$221.11
03/02/2026,$229.74,4708971,$226.00,$230.23,$223.62
02/27/2026,$227.53,6278091,$227.47,$228.80,$224.91
02/26/2026,$229.41,4613296,$230.375,$230.655,$225.67
02/25/2026,$230.36,4442585,$234.10,$234.16,$229.185
02/24/2026,$233.39,4408870,$229.27,$236.13,$228.3901
02/23/2026,$230.44,5380030,$231.50,$233.50,$227.455
02/20/2026,$232.03,5460857,$232.63,$236.08,$231.14
02/19/2026,$233.71,5827523,$238.91,$240.00,$233.42
02/18/2026,$238.93,4922987,$244.55,$245.08,$238.60
02/17/2026,$244.04,4864738,$243.61,$245.42,$238.93
02/13/2026,$242.96,6835444,$241.24,$246.51,$240.72
02/12/2026,$239.35,6980769,$239.26,$245.67,$235.9675
02/11/2026,$236.26,5791019,$244.48,$244.70,$235.50
02/10/2026,$242.59,5184355,$245.00,$247.86,$240.86
02/09/2026,$244.71,4707198,$242.00,$245.84,$240.50
02/06/2026,$243.03,6701183,$239.40,$246.30,$239.40
02/05/2026,$236.95,7377317,$234.11,$240.3292,$232.60
02/04/2026,$235.95,7053394,$233.24,$236.57,$229.91
02/03/2026,$233.15,7655243,$236.42,$238.85,$228.96
02/02/2026,$233.02,6105284,$232.64,$236.29,$230.33
01/30/2026,$233.72,6916107,$233.50,$234.65,$229.94
01/29/2026,$234.04,9142526,$242.075,$243.7699,$233.35
01/28/2026,$241.59,9999181,$244.09,$245.86,$237.10
01/27/2026,$244.56,20509200,$242.50,$254.3499,$238.75
01/26/2026,$248.43,8469160,$251.49,$251.59,$247.405
01/23/2026,$252.15,7078683,$252.74,$253.77,$249.02
01/22/2026,$251.41,9742580,$252.00,$254.14,$249.78
01/21/2026,$250.07,8160650,$248.89,$251.31,$244.68
01/20/2026,$249.00,11293180,$244.40,$249.52,$243.7004
01/16/2026,$247.68,5944233,$247.75,$248.19,$244.96
01/15/2026,$247.74,6517157,$244.38,$248.7497,$243.9657
01/14/2026,$242.61,7748606,$244.44,$244.885,$239.60
01/13/2026,$244.55,11460520,$241.12,$247.3999,$240.10
01/12/2026,$239.81,7893957,$234.29,$239.95,$234.00
01/09/2026,$234.53,8621614,$228.34,$235.135,$228.30
01/08/2026,$227.38,7126824,$231.79,$233.11,$225.10
01/07/2026,$228.12,9693055,$232.15,$233.57,$227.3111
01/06/2026,$229.84,6714333,$229.225,$231.64,$228.60
01/05/2026,$228.13,8278835,$228.79,$230.9599,$227.50
01/02/2026,$227.77,11261010,$218.15,$227.77,$215.24
12/31/2025,$217.12,5563028,$218.93,$219.315,$216.14
12/30/2025,$218.50,5653521,$219.14,$221.88,$218.40
12/29/2025,$217.25,5291972,$215.90,$218.14,$215.1066
12/26/2025,$216.44,2801514,$218.05,$218.67,$216.14
12/24/2025,$218.16,2943466,$217.00,$219.27,$216.19
12/23/2025,$216.85,4496293,$216.90,$217.56,$215.32
12/22/2025,$216.84,5458894,$215.34,$217.15,$214.22
12/19/2025,$214.08,14793700,$209.76,$215.975,$209.265
12/18/2025,$208.27,5652149,$207.99,$210.55,$207.66
12/17/2025,$206.33,7301074,$206.775,$210.66,$205.82
12/16/2025,$206.71,6120247,$205.00,$208.65,$204.39
12/15/2025,$205.50,6721568,$204.38,$206.63,$203.17
12/12/2025,$204.38,7069695,$202.20,$206.1242,$201.5848
12/11/2025,$200.71,7917771,$198.725,$201.86,$198.05
12/10/2025,$198.72,15159610,$200.37,$201.35,$198.35
12/09/2025,$200.37,9101870,$205.35,$207.10,$200.02
12/08/2025,$206.27,8823854,$203.61,$206.86,$202.56
12/05/2025,$201.89,6857199,$201.40,$202.95,$200.56
12/04/2025,$201.87,9513314,$202.85,$202.89,$198.53
12/03/2025,$202.54,14139920,$204.60,$205.85,$197.40
12/02/2025,$205.38,22624040,$198.30,$205.775,$195.5101
12/01/2025,$186.46,6763665,$188.96,$189.95,$186.41
11/28/2025,$189.00,3757048,$187.87,$189.75,$186.91
11/26/2025,$186.92,7644480,$184.00,$188.18,$183.03
11/25/2025,$182.44,9676194,$179.49,$183.4788,$177.5201
11/24/2025,$179.12,9385960,$180.31,$180.31,$177.3001
11/21/2025,$179.70,10133970,$180.56,$181.43,$176.77
11/20/2025,$179.38,13706380,$187.74,$188.10,$178.42
11/19/2025,$185.70,12550370,$189.21,$189.21,$183.01
11/18/2025,$189.63,8195765,$190.00,$191.155,$187.85
11/17/2025,$191.81,5877792,$194.84,$194.84,$190.2308
11/14/2025,$194.52,6189760,$192.88,$197.0251,$192.15
11/13/2025,$194.58,6739302,$195.63,$196.20,$193.11
11/12/2025,$195.50,8288337,$195.75,$196.66,$193.80
11/11/2025,$195.21,5783435,$194.74,$196.40,$194.35
11/10/2025,$194.81,7447353,$195.89,$196.44,$193.19
11/07/2025,$194.61,7869450,$195.50,$195.8454,$191.49
11/06/2025,$196.50,7740505,$198.10,$201.27,$195.45
11/05/2025,$197.62,9885668,$197.75,$198.5092,$195.31
11/04/2025,$198.05,8619584,$201.80,$202.22,$197.57
11/03/2025,$204.55,8103855,$202.04,$205.66,$201.58
10/31/2025,$201.02,10696570,$201.25,$202.60,$198.30
10/30/2025,$200.08,19417010,$210.01,$210.28,$200.02
10/29/2025,$213.58,20940090,$221.36,$221.895,$212.50
10/28/2025,$223.33,7027188,$224.36,$225.56,$222.60
10/27/2025,$223.00,6084302,$222.78,$223.58,$221.82
10/24/2025,$221.35,5238106,$219.04,$221.74,$218.51
10/23/2025,$217.77,5356227,$216.40,$219.30,$216.25
10/22/2025,$216.59,6310337,$216.68,$217.40,$213.80
10/21/2025,$217.26,4209532,$217.21,$217.70,$215.55
10/20/2025,$216.82,5865087,$215.13,$217.38,$214.56
10/17/2025,$212.94,6482738,$210.91,$214.68,$210.75
10/16/2025,$211.89,5555177,$214.66,$214.96,$210.66
10/15/2025,$214.00,5055634,$215.035,$215.93,$212.48
10/14/2025,$214.30,5975722,$213.54,$217.945,$212.235
10/13/2025,$215.56,5657285,$212.09,$215.80,$212.06
10/10/2025,$210.73,10647880,$217.00,$217.90,$210.73
10/09/2025,$216.00,12974800,$225.70,$225.70,$215.90
10/08/2025,$225.32,6189701,$222.73,$226.19,$221.4703
10/07/2025,$221.82,7610613,$220.11,$223.95,$219.20
10/06/2025,$219.73,7665295,$217.865,$221.80,$215.90
10/03/2025,$216.30,6634085,$216.75,$218.83,$215.25
10/02/2025,$217.43,8281070,$215.45,$218.86,$215.31
10/01/2025,$215.20,7177980,$214.01,$215.63,$213.70
09/30/2025,$215.83,9289288,$217.095,$217.6799,$212.83
09/29/2025,$217.08,11290580,$222.365,$222.81,$215.12
09/26/2025,$221.26,17281720,$223.36,$224.10,$219.11
09/25/2025,$213.53,6649306,$214.87,$216.855,$211.98
09/24/2025,$215.10,7354816,$217.555,$218.1828,$214.77
09/23/2025,$216.34,12760880,$217.12,$219.82,$214.01
09/22/2025,$212.09,7467722,$215.17,$215.90,$211.427
09/19/2025,$215.65,10513700,$217.73,$217.73,$213.6238
09/18/2025,$215.66,6414004,$215.23,$217.40,$213.70
09/17/2025,$214.63,6019533,$215.59,$218.05,$213.13
09/16/2025,$215.02,6330606,$216.86,$217.1299,$213.75
09/15/2025,$215.75,6896201,$216.25,$217.255,$214.07
09/12/2025,$215.94,11094880,$219.89,$220.00,$215.70
09/11/2025,$219.99,12010820,$228.00,$229.6899,$219.65
09/10/2025,$227.52,4949531,$229.60,$230.10,$226.5852
09/09/2025,$229.52,5510373,$231.01,$232.28,$228.45
09/08/2025,$230.95,5954965,$231.70,$232.20,$228.09
09/05/2025,$229.61,8203594,$231.80,$232.2299,$225.50
09/04/2025,$230.75,4093163,$233.01,$233.095,$229.21
09/03/2025,$232.38,5998971,$237.06,$237.06,$230.7601
09/02/2025,$237.38,6339117,$231.28,$238.33,$230.80
08/29/2025,$234.68,5008622,$236.13,$238.05,$233.17
08/28/2025,$236.16,4039590,$235.85,$237.35,$234.495
08/27/2025,$235.62,4757422,$235.36,$236.34,$232.40
08/26/2025,$234.83,7380162,$228.00,$234.83,$227.98
08/25/2025,$226.87,4757569,$229.60,$230.25,$226.60
08/22/2025,$230.12,8678400,$225.41,$233.70,$225.24
08/21/2025,$224.46,6101140,$227.13,$227.58,$223.71
08/20/2025,$225.62,5015978,$224.49,$226.3712,$223.6001
08/19/2025,$225.00,9061071,$232.00,$232.4316,$223.75
08/18/2025,$232.41,8456028,$234.47,$235.157,$229.11
08/15/2025,$235.26,6291381,$233.36,$236.45,$231.4277
08/14/2025,$233.19,5320751,$231.65,$233.97,$230.86
08/13/2025,$233.37,6670421,$233.25,$235.5999,$229.33
08/12/2025,$232.61,7402161,$226.95,$232.61,$226.46
08/11/2025,$225.96,4872738,$229.00,$229.32,$225.17
08/08/2025,$229.12,4724210,$227.50,$230.90,$227.38
08/07/2025,$227.33,4563135,$226.15,$230.39,$224.5801
08/06/2025,$225.04,3898823,$225.70,$226.57,$224.0448
08/05/2025,$224.86,5687360,$222.37,$226.03,$221.065
08/04/2025,$222.34,5997263,$220.15,$222.845,$218.03
08/01/2025,$221.90,8572191,$219.45,$222.46,$215.90
07/31/2025,$221.84,7824977,$224.02,$225.00,$221.15
07/30/2025,$225.84,9354568,$227.84,$231.72,$224.35
07/29/2025,$226.08,20163650,$239.50,$242.6899,$225.26
07/28/2025,$236.41,7923759,$233.24,$236.63,$232.91
07/25/2025,$233.06,4628468,$232.02,$233.31,$228.84
07/24/2025,$231.27,6160163,$233.91,$235.23,$231.05
07/23/2025,$233.88,7302875,$230.32,$235.27,$229.31
07/22/2025,$228.48,4737715,$228.30,$230.3084,$225.55
07/21/2025,$229.32,4183298,$229.40,$232.50,$228.02
07/18/2025,$229.34,5974525,$231.43,$232.25,$227.52
07/17/2025,$231.00,7892608,$230.11,$232.59,$227.75
07/16/2025,$229.90,7474340,$232.13,$233.565,$227.3016
07/15/2025,$230.00,9156844,$230.12,$233.61,$228.42
07/14/2025,$230.51,8750165,$231.40,$233.041,$227.27
07/11/2025,$226.84,6631953,$225.425,$228.735,$225.425
07/10/2025,$226.09,6116601,$226.65,$228.4999,$223.925
07/09/2025,$226.60,16462270,$220.115,$230.1999,$220.01
07/08/2025,$218.52,6769583,$219.00,$220.00,$214.72
07/07/2025,$218.63,5807426,$215.60,$218.63,$214.50
07/03/2025,$215.92,4476122,$211.785,$217.675,$211.67
07/02/2025,$212.03,5870909,$210.40,$214.40,$208.25
07/01/2025,$209.79,5978892,$209.50,$211.8646,$206.7696
06/30/2025,$209.53,9087110,$213.88,$214.71,$208.02
06/27/2025,$214.55,14805410,$205.11,$214.81,$204.38
06/26/2025,$202.58,6931728,$200.41,$204.3873,$199.7587
06/25/2025,$198.90,4690927,$201.00,$201.125,$198.30
06/24/2025,$200.94,5900901,$203.00,$203.51,$200.18
06/23/2025,$201.31,5875194,$197.825,$202.20,$197.47
06/20/2025,$198.75,8934730,$198.66,$200.675,$197.45
06/18/2025,$197.68,7928295,$199.00,$201.06,$196.80
06/17/2025,$200.26,10844630,$201.31,$205.3099,$198.87
06/16/2025,$201.70,6902665,$200.57,$204.00,$199.08
06/13/2025,$200.32,16093450,$200.675,$202.23,$195.28
06/12/2025,$203.75,30586620,$202.17,$206.34,$201.28
06/11/2025,$214.00,5398772,$215.50,$216.205,$212.2101
06/10/2025,$215.73,8190124,$217.58,$217.9005,$213.2514
06/09/2025,$217.51,9419229,$211.23,$218.80,$211.09
06/06/2025,$210.80,6079682,$210.24,$211.11,$208.04
06/05/2025,$209.02,4764376,$212.50,$212.99,$208.22
06/04/2025,$211.98,5705277,$214.77,$214.99,$211.03
06/03/2025,$213.43,8106080,$212.00,$215.80,$211.77
06/02/2025,$211.47,7561816,$210.98,$212.3409,$207.90
05/30/2025,$207.32,7485089,$206.77,$207.70,$204.35
05/29/2025,$208.18,16345990,$201.775,$212.28,$201.50
05/28/2025,$201.50,5481504,$201.95,$202.45,$200.215
05/27/2025,$201.03,5857940,$204.28,$205.00,$200.88
05/23/2025,$202.36,5255185,$199.95,$203.20,$198.75
05/22/2025,$203.41,3634495,$202.53,$204.73,$201.85
05/21/2025,$203.21,6616295,$206.60,$207.1196,$202.43
05/20/2025,$207.67,5875970,$205.00,$208.62,$205.00
05/19/2025,$205.25,5740193,$203.00,$205.60,$202.30
05/16/2025,$205.82,8496835,$205.69,$206.24,$203.02
05/15/2025,$206.24,9583873,$207.35,$208.60,$205.42
05/14/2025,$204.72,16872270,$205.80,$209.66,$204.05
05/13/2025,$203.42,13509490,$200.295,$205.73,$199.67
05/12/2025,$198.53,9340695,$198.16,$198.78,$193.06
05/09/2025,$194.85,7669875,$193.55,$195.30,$192.18
05/08/2025,$191.70,15344060,$186.76,$194.75,$186.22
05/07/2025,$185.56,6098643,$185.00,$186.72,$183.50
05/06/2025,$185.96,4947965,$184.71,$186.20,$183.63
05/05/2025,$186.46,5413742,$184.39,$187.58,$184.39
05/02/2025,$185.46,8695904,$185.00,$187.58,$184.08
05/01/2025,$182.89,7322871,$182.85,$184.75,$182.03
04/30/2025,$183.24,6266805,$178.47,$183.79,$177.63
04/29/2025,$182.00,6795042,$182.52,$184.25,$181.20
04/28/2025,$182.30,9302600,$182.75,$184.53,$180.75
04/25/2025,$177.95,7644173,$176.50,$180.325,$175.86
04/24/2025,$176.26,10984170,$171.20,$177.40,$169.00
04/23/2025,$172.37,16264680,$174.00,$176.58,$169.91
04/22/2025,$162.52,9147290,$162.50,$163.09,$158.50
04/21/2025,$159.34,5703810,$160.00,$160.00,$156.47
04/17/2025,$161.90,9227259,$157.13,$163.90,$157.00
04/16/2025,$156.47,6809550,$154.365,$157.6589,$153.545
04/15/2025,$155.52,11541120,$155.275,$159.1201,$155.275
04/14/2025,$159.28,7288736,$159.82,$162.55,$157.6001
04/11/2025,$156.84,8810699,$154.62,$157.59,$152.00
04/10/2025,$155.52,10374980,$154.98,$157.345,$149.41
04/09/2025,$160.82,16775250,$138.845,$162.43,$137.9431
04/08/2025,$139.39,14527900,$146.85,$147.77,$137.40
04/07/2025,$138.86,18825030,$132.05,$143.9722,$128.8801
04/04/2025,$136.59,22281990,$143.30,$146.00,$132.79
04/03/2025,$150.91,15877380,$160.00,$160.21,$150.41
04/02/2025,$168.56,5826557,$166.40,$170.38,$165.55
04/01/2025,$168.17,8252833,$170.00,$170.975,$164.2191
03/31/2025,$170.55,7477456,$170.65,$172.2099,$166.792
03/28/2025,$173.31,8211108,$177.75,$178.50,$172.45
03/27/2025,$179.11,4788639,$178.53,$182.22,$178.0334
03/26/2025,$178.55,6633607,$182.525,$183.2278,$177.28
03/25/2025,$182.59,7174436,$182.16,$183.85,$180.36
03/24/2025,$180.90,9986066,$182.03,$184.40,$180.4411
03/21/2025,$178.11,26802360,$172.06,$183.46,$170.77
03/20/2025,$172.83,4934361,$171.14,$173.10,$170.31
03/19/2025,$172.62,14114840,$165.32,$174.20,$165.00
03/18/2025,$161.57,4195165,$161.44,$162.23,$158.79
03/17/2025,$161.85,5602688,$160.50,$162.77,$159.6235
03/14/2025,$161.81,5215140,$160.915,$162.32,$159.2001
03/13/2025,$159.32,5701556,$159.22,$161.74,$157.25
03/12/2025,$158.80,8706890,$157.00,$159.54,$153.6113
03/11/2025,$154.06,10030550,$148.00,$155.01,$145.45
03/10/2025,$148.15,10203960,$150.03,$150.39,$146.30
03/07/2025,$154.18,12526700,$157.19,$158.36,$149.05
03/06/2025,$158.43,6892570,$161.42,$162.69,$157.94
03/05/2025,$163.16,7355750,$159.96,$164.33,$158.81
03/04/2025,$158.90,15870220,$167.37,$168.38,$156.69
03/03/2025,$170.06,6045578,$177.02,$178.40,$169.46
02/28/2025,$174.63,5803347,$174.36,$176.30,$173.4811
02/27/2025,$173.83,4695248,$174.52,$177.15,$173.59
02/26/2025,$173.04,7111736,$179.49,$179.49,$171.83
02/25/2025,$178.27,5613880,$180.45,$181.88,$176.34
02/24/2025,$179.91,8392903,$177.475,$183.04,$176.55
02/21/2025,$177.15,8980339,$181.28,$182.20,$174.71
02/20/2025,$180.88,7863048,$185.58,$185.80,$180.11
02/19/2025,$186.15,7264764,$185.31,$187.2299,$181.83
02/18/2025,$184.97,6929627,$185.68,$188.66,$184.22
02/14/2025,$184.42,5044712,$186.75,$186.82,$183.575
02/13/2025,$185.44,6846329,$187.00,$188.24,$185.09
02/12/2025,$186.25,7686842,$178.34,$186.27,$178.25
02/11/2025,$180.44,4366651,$179.78,$182.14,$177.60
02/10/2025,$180.55,3989106,$183.12,$183.55,$179.90
02/07/2025,$181.49,5392310,$185.26,$186.1087,$180.93
02/06/2025,$184.80,6919404,$182.00,$185.85,$182.00
02/05/2025,$181.84,7430431,$176.00,$181.86,$175.505
02/04/2025,$176.23,4503584,$176.90,$177.45,$174.25
02/03/2025,$175.87,6501722,$174.11,$178.20,$173.1277
01/31/2025,$176.52,6116155,$180.51,$181.78,$175.74
01/30/2025,$179.53,6996317,$174.59,$179.94,$173.7218
01/29/2025,$173.66,12263460,$179.125,$182.55,$170.65
01/28/2025,$177.78,22768850,$181.31,$188.48,$174.02
01/27/2025,$175.16,7148613,$175.55,$178.18,$174.40
01/24/2025,$176.06,9304227,$176.00,$180.43,$174.365
01/23/2025,$178.50,7097348,$174.01,$178.6699,$173.75
01/22/2025,$174.80,5134446,$175.29,$176.23,$173.88
01/21/2025,$175.56,8755311,$172.38,$177.09,$171.9321
01/17/2025,$171.09,9557133,$169.795,$171.77,$169.45
01/16/2025,$168.93,5812341,$166.79,$170.6399,$166.57
01/15/2025,$166.20,6451034,$169.01,$169.99,$165.9701
01/14/2025,$167.02,7966857,$171.37,$171.88,$164.62
01/13/2025,$170.57,6049552,$171.18,$172.50,$167.91
01/10/2025,$172.00,7556765,$171.49,$173.535,$167.41
01/08/2025,$171.76,5108711,$171.15,$173.78,$169.61
01/07/2025,$172.51,7045017,$171.165,$175.02,$170.80
01/06/2025,$170.78,11133430,$173.50,$173.9442,$170.19
01/03/2025,$169.90,10513770,$171.40,$173.98,$169.80
01/02/2025,$171.87,12449950,$178.31,$179.19,$169.82
12/31/2024,$177.00,9748554,$177.54,$179.3499,$175.82
12/30/2024,$176.55,18082310,$173.72,$178.17,$170.15
12/27/2024,$180.72,6806925,$180.01,$181.43,$179.40
12/26/2024,$180.38,5917678,$178.98,$182.57,$178.33
12/24/2024,$179.34,4316969,$177.69,$180.95,$177.50
12/23/2024,$177.69,8486421,$178.12,$179.65,$174.2901
12/20/2024,$177.35,23233670,$176.86,$182.00,$175.31
12/19/2024,$177.04,14777070,$175.00,$179.5788,$173.72
12/18/2024,$172.62,15437180,$173.28,$177.94,$171.002
12/17/2024,$173.03,13557080,$173.04,$175.7866,$171.71
12/16/2024,$173.17,13050710,$168.09,$175.20,$166.10
12/13/2024,$169.65,9754901,$168.00,$170.43,$166.33
12/12/2024,$167.75,10617740,$168.23,$168.82,$165.6501
12/11/2024,$165.96,13116630,$165.52,$169.30,$164.381
12/10/2024,$164.10,17149190,$160.00,$166.68,$159.42
12/09/2024,$157.04,13540020,$154.27,$161.95,$154.27
12/06/2024,$153.93,8182668,$157.03,$158.9533,$153.37
12/05/2024,$156.67,7119832,$158.50,$160.02,$156.0475
12/04/2024,$158.28,9269316,$155.88,$160.20,$154.21
12/03/2024,$155.00,6130313,$156.00,$156.6486,$154.42
12/02/2024,$156.54,10097910,$155.91,$160.35,$155.70
11/29/2024,$155.44,7100090,$153.00,$157.5025,$152.85
11/27/2024,$152.40,5210147,$151.11,$152.91,$150.25
11/26/2024,$150.76,8234985,$152.50,$153.1398,$149.80
11/25/2024,$153.10,11479410,$150.70,$153.28,$150.26
11/22/2024,$149.29,13353080,$143.61,$150.339,$143.49
11/21/2024,$143.41,7845135,$146.39,$146.42,$141.34
11/20/2024,$146.08,9232114,$146.04,$147.30,$145.0201
11/19/2024,$145.60,8247289,$143.00,$145.99,$142.6901
11/18/2024,$143.87,12259930,$140.255,$144.69,$138.20
11/15/2024,$140.19,12120100,$138.14,$140.3247,$137.03
11/14/2024,$138.14,15646710,$140.80,$141.55,$137.22
11/13/2024,$139.97,21249600,$145.58,$145.58,$139.10
11/12/2024,$145.17,16746650,$148.40,$148.50,$143.85
11/11/2024,$148.96,12799080,$152.00,$152.50,$148.07
11/08/2024,$151.68,12996810,$151.12,$152.60,$149.43
11/07/2024,$150.98,14709240,$148.80,$152.80,$148.03
11/06/2024,$147.16,28069290,$152.30,$153.20,$144.13
11/05/2024,$151.00,23126640,$157.47,$157.66,$150.65
11/04/2024,$155.07,10290390,$154.62,$156.72,$152.46
11/01/2024,$154.59,18894510,$152.78,$156.00,$151.23
10/31/2024,$149.31,29388200,$154.31,$154.48,$147.88
10/30/2024,$154.29,50738360,$152.51,$156.91,$152.51
10/29/2024,$152.98,66387680,$147.86,$155.99,$147.58
10/28/2024,$150.69,20992480,$153.50,$155.20,$150.61
10/25/2024,$155.01,8152969,$156.20,$157.48,$154.5202
10/24/2024,$155.20,9774355,$152.61,$155.89,$151.98
10/23/2024,$157.06,15931490,$160.00,$161.4725,$153.53
10/22/2024,$159.88,7380826,$160.50,$160.66,$158.37
10/21/2024,$159.82,13277550,$160.25,$163.44,$158.36
10/18/2024,$155.00,6030173,$155.84,$156.37,$153.90
10/17/2024,$155.31,6291759,$155.00,$157.14,$154.25
10/16/2024,$154.90,8356210,$151.91,$154.99,$151.34
10/15/2024,$152.35,11241670,$150.50,$153.95,$148.55
10/14/2024,$148.99,9736998,$148.00,$150.09,$146.02
10/11/2024,$151.02,10688550,$146.30,$151.12,$146.30
10/10/2024,$146.62,11275840,$149.07,$149.11,$146.26
10/09/2024,$149.37,12488480,$152.05,$152.19,$148.80
10/08/2024,$154.65,5336289,$155.99,$156.70,$154.14
10/07/2024,$155.91,6267890,$155.00,$158.7599,$154.68
10/04/2024,$155.00,6680591,$152.26,$155.00,$150.85
10/03/2024,$150.52,5704814,$152.12,$152.74,$150.51
10/02/2024,$152.89,4357023,$153.765,$154.8499,$152.835
10/01/2024,$154.22,12588780,$151.46,$156.40,$149.49
09/30/2024,$152.04,10925180,$154.79,$155.30,$151.24
09/27/2024,$156.32,7636991,$155.365,$157.33,$154.39
09/26/2024,$154.58,11414380,$153.94,$157.33,$152.66
09/25/2024,$152.22,9587697,$156.42,$157.22,$152.045
09/24/2024,$155.81,7414902,$155.80,$155.90,$153.69
09/23/2024,$156.30,12476810,$153.00,$158.43,$151.65
09/20/2024,$153.29,13919400,$154.01,$154.64,$152.60
09/19/2024,$154.59,9570002,$157.00,$157.18,$154.27
09/18/2024,$155.11,7714430,$157.00,$158.45,$154.80
09/17/2024,$156.39,8123236,$156.17,$158.88,$155.14
09/16/2024,$155.55,9955158,$156.25,$157.76,$154.02
09/13/2024,$156.77,19003350,$159.78,$162.8899,$155.60
09/12/2024,$162.77,4756367,$159.42,$163.50,$159.06
09/11/2024,$161.33,6664756,$159.79,$161.8699,$156.10
09/10/2024,$160.07,6367077,$162.61,$163.90,$157.93
09/09/2024,$162.91,9091545,$162.30,$164.55,$161.11
09/06/2024,$157.62,7328641,$162.50,$162.85,$156.695
09/05/2024,$162.15,4717520,$164.15,$164.6163,$160.10
09/04/2024,$163.22,7316302,$160.28,$166.70,$160.28
09/03/2024,$161.02,17925420,$167.03,$169.60,$158.30
08/30/2024,$173.74,4146190,$173.14,$174.36,$171.49
08/29/2024,$172.26,4119472,$171.71,$175.28,$170.62
08/28/2024,$170.71,4550273,$172.30,$174.25,$170.15
08/27/2024,$173.05,3295800,$173.62,$173.93,$171.25
08/26/2024,$173.48,4034303,$173.00,$174.915,$172.30
08/23/2024,$174.96,4405948,$173.88,$176.92,$173.17
08/22/2024,$172.76,2788031,$173.00,$175.21,$172.30
08/21/2024,$173.43,4493631,$173.00,$174.20,$171.04
08/20/2024,$172.10,9549138,$176.49,$177.50,$170.04
08/19/2024,$179.64,3894182,$180.04,$180.70,$177.63
08/16/2024,$179.99,6731504,$176.30,$180.51,$176.30
08/15/2024,$176.41,5942222,$170.00,$176.56,$169.98
08/14/2024,$168.50,3852650,$167.885,$169.75,$167.33
08/13/2024,$168.76,6475461,$164.50,$168.88,$162.62
08/12/2024,$164.13,4715584,$167.73,$168.05,$163.519
08/09/2024,$167.91,3635590,$168.39,$169.85,$166.90
08/08/2024,$168.87,6063808,$164.23,$169.35,$164.00
08/07/2024,$163.24,5186448,$167.00,$167.98,$162.99
08/06/2024,$165.04,5817257,$168.89,$169.19,$163.39
08/05/2024,$167.03,9255072,$162.52,$167.68,$162.50
08/02/2024,$169.95,11742810,$175.22,$175.46,$167.25
08/01/2024,$178.31,13886970,$190.00,$191.17,$176.69
07/31/2024,$190.60,15416950,$189.88,$196.95,$183.86
07/30/2024,$186.86,4789017,$186.10,$188.13,$185.15
07/29/2024,$185.43,3608584,$186.70,$187.08,$183.83
07/26/2024,$186.89,6271995,$185.86,$189.59,$184.63
07/25/2024,$184.35,6128022,$179.45,$188.35,$179.45
07/24/2024,$180.07,5109135,$185.62,$187.00,$179.97
07/23/2024,$186.48,7614345,$179.10,$187.04,$179.00
07/22/2024,$178.90,4883531,$181.36,$182.72,$177.23
07/19/2024,$179.67,5121317,$181.40,$181.50,$177.39
07/18/2024,$180.23,5354761,$184.24,$187.37,$179.88
07/17/2024,$184.84,4899566,$185.32,$188.45,$183.79
07/16/2024,$186.05,8546392,$180.05,$187.44,$179.20
07/15/2024,$179.11,5189034,$183.50,$183.72,$178.88
07/12/2024,$182.31,5129294,$183.73,$184.4899,$180.45
07/11/2024,$183.91,4843225,$184.17,$186.10,$183.40
07/10/2024,$183.73,3583175,$183.60,$184.90,$182.80
07/09/2024,$183.24,3955122,$185.11,$186.245,$183.15
07/08/2024,$185.84,9878141,$186.94,$191.50,$182.28
07/05/2024,$184.83,3290380,$184.00,$185.38,$182.23
07/03/2024,$184.31,2764797,$185.05,$185.42,$182.85
07/02/2024,$185.42,4110453,$186.34,$189.225,$184.52
07/01/2024,$186.70,9056710,$182.20,$189.47,$182.20
06/28/2024,$182.01,5899850,$182.60,$184.435,$180.65
06/27/2024,$182.51,8198963,$178.91,$183.68,$178.01
06/26/2024,$178.50,6553895,$174.96,$178.82,$173.76
06/25/2024,$175.10,7695061,$176.29,$178.76,$173.29
06/24/2024,$179.10,7388289,$176.15,$180.60,$175.5901
06/21/2024,$176.56,8635096,$176.83,$178.41,$175.66
06/20/2024,$176.30,5479280,$173.02,$176.6489,$172.045
06/18/2024,$174.99,6179870,$177.61,$178.00,$173.82
06/17/2024,$178.39,4789953,$176.75,$180.45,$176.32
06/14/2024,$177.27,5105974,$178.90,$180.2899,$175.22
06/13/2024,$180.70,4201004,$181.74,$183.87,$178.99
06/12/2024,$182.67,5245156,$186.50,$187.16,$181.71
06/11/2024,$185.50,5010058,$189.32,$189.32,$182.75
06/10/2024,$190.12,4388254,$190.00,$192.63,$189.60
06/07/2024,$190.24,3374548,$190.46,$191.98,$189.66
06/06/2024,$191.42,5942160,$188.83,$192.10,$187.35
06/05/2024,$189.85,5943952,$187.90,$190.34,$186.5268
06/04/2024,$188.62,7176817,$185.05,$188.84,$183.25
06/03/2024,$184.57,8951574,$178.09,$186.01,$178.0197
05/31/2024,$177.61,5774549,$173.12,$177.90,$172.21
05/30/2024,$172.75,3927919,$172.64,$174.68,$171.5501
05/29/2024,$171.65,3666368,$173.61,$175.8299,$171.61
05/28/2024,$175.08,5274390,$174.73,$178.4914,$173.38
05/24/2024,$174.52,9489380,$173.20,$174.8595,$169.57
05/23/2024,$172.21,17115950,$185.79,$186.00,$171.61
